Distrito Geografico,Nombre Escuela,Tipo de Proyecto,Descripción del Proyecto,Fase del Proyecto,Estado del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Cantidad Real Gastada,Duración Proyectada,Duración Real,Retraso,Desviación Presupuestaria
2,STUYVESANT HS - MANHATTAN,SCA CIP,COOLING TOWER REPLACEMENT / VENTILATION / LOW VOLTAGE ELECTRICAL SYSTEM / BMS UPGRADE,Design,Complete,557801,933124.0,627031.0,182.0,98.0,-84.0,12.41
2,P.S. 225 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY / EXTERIOR DOORS / PARAPETS / WINDOWS,Scope,Complete,198437,442128.0,421448.0,137.0,326.0,189.0,112.38
2,P.S. 225 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY / EXTERIOR DOORS / PARAPETS / WINDOWS,Design,Complete,982629,844302.0,841135.0,150.0,107.0,-43.0,-14.4
2,P.S. 225 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID BMS UPGRADE,Scope,Complete,32665,47985.0,47985.0,131.0,460.0,329.0,46.9
2,P.S. 225 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID BMS UPGRADE,Design,Complete,159563,219339.0,183527.0,154.0,289.0,135.0,15.02
2,P.S. 225 - MANHATTAN,SCA CIP RESOA,FY23 RESO A LOCKER ROOM UPGRADE / PATH OF TRAVEL RESO A LOCKER ROOM UPGRADE,Design,Complete,234785,93740.0,89548.0,140.0,223.0,83.0,-61.86
2,J. K. ONASSIS HS FOR INT CAREERS-M,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS / WINDOWS,Scope,Complete,90044,180570.0,180570.0,141.0,179.0,38.0,100.54
2,J. K. ONASSIS HS FOR INT CAREERS-M,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS / WINDOWS,Design,Complete,437233,342685.0,324197.0,153.0,445.0,292.0,-25.85
2,P.S. 59 - MANHATTAN,SCA CIP RESOA,FY20 RESO A GREENROOF,Design,Complete,194775,127213.0,111464.0,152.0,895.0,743.0,-42.77
2,P.S. @ 2 HUDSON SQUARE - MANHATTAN,SCA Capacity,NEW SCHOOL,Scope,Complete,661838,836785.0,834689.0,173.0,1012.0,839.0,26.12
2,P.S. @ 2 HUDSON SQUARE - MANHATTAN,SCA Capacity,NEW SCHOOL,Design,Complete,2647352,1457207.0,1366481.0,-657.0,798.0,1455.0,-48.38
2,BERGTRAUM HS - MANHATTAN,SCA CIP,VENTILATION @ M520 / AUDITORIUM CEILING REPLACEMENT,Scope,Complete,71190,119477.0,119477.0,90.0,170.0,80.0,67.83
2,BERGTRAUM HS - MANHATTAN,SCA CIP,VENTILATION @ M520 / AUDITORIUM CEILING REPLACEMENT,Design,Complete,355950,354107.0,317163.0,154.0,213.0,59.0,-10.9
2,BERGTRAUM HS - MANHATTAN,SCA CIP,GENERATOR REPLACEMENT / NEW GAS METER ROOM,Design,Complete,85062,10932.0,10932.0,152.0,720.0,568.0,-87.15
2,BERGTRAUM HS - MANHATTAN,SCA CIP,ROOFS / WINDOWS / DOMESTIC PIPING,Scope,Complete,151512,92010.0,92010.0,136.0,111.0,-25.0,-39.27
2,BERGTRAUM HS - MANHATTAN,SCA CIP,ROOFS / WINDOWS / DOMESTIC PIPING,Design,Complete,754168,431668.0,364624.0,155.0,168.0,13.0,-51.65
2,BERGTRAUM HS - MANHATTAN,SCA CIP,CAFETERIA UPGRADE,Scope,Complete,20950,7327.0,7327.0,65.0,187.0,122.0,-65.03
2,BERGTRAUM HS - MANHATTAN,SCA CIP,CAFETERIA UPGRADE,Design,Complete,104750,164762.0,132899.0,122.0,136.0,14.0,26.87
2,BERGTRAUM HS - MANHATTAN,SCA CIP,ATHLETIC FIELD UPGRADE,Scope,Complete,83930,143676.0,143676.0,172.0,162.0,-10.0,71.19
2,3K CENTER @ 403 EAST 65 STREET - MANHATTAN,3K,LEASE,Scope,Complete,216951,326093.0,201529.0,50.0,91.0,41.0,-7.11
2,3K CENTER @ 403 EAST 65 STREET - MANHATTAN,3K,LEASE,Design,Complete,976282,683347.0,541090.0,17.0,428.0,411.0,-44.58
2,3K CENTER @ 1010 THIRD AVENUE - MANHATTAN,3K,LEASE,Scope,Complete,268658,265086.0,247062.0,28.0,35.0,7.0,-8.04
2,3K CENTER @ 1010 THIRD AVENUE - MANHATTAN,3K,LEASE,Design,Complete,1208963,1269243.0,1043987.0,88.0,329.0,241.0,-13.65
2,HARBOR HIGH SCHOOL ATHLETIC COMPLEX - MANHATTAN,SCA Lease Site Improvement,LEASE,Scope,Complete,2396800,1313333.0,1106310.0,120.0,120.0,0.0,-53.84
2,HARBOR HIGH SCHOOL ATHLETIC COMPLEX - MANHATTAN,SCA Lease Site Improvement,LEASE,Design,Complete,10785600,4346491.0,4195522.0,244.0,462.0,218.0,-61.1
2,MANHATTAN BRIDGES - MANHATTAN,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS,Scope,Complete,160567,133507.0,133507.0,141.0,76.0,-65.0,-16.85
2,MANHATTAN BRIDGES - MANHATTAN,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS,Design,Complete,793146,547862.0,517894.0,150.0,100.0,-50.0,-34.7
32,BUSHWICK LEADERS - K,SCA CIP,ROOM CONVERSION,Design,Complete,53059,1269.0,1269.0,263.0,330.0,67.0,-97.61
2,MURRAY HILL ACADEMY HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS,Scope,Complete,176283,197110.0,197110.0,144.0,206.0,62.0,11.81
2,MURRAY HILL ACADEMY HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS,Design,Complete,865743,507479.0,487077.0,156.0,204.0,48.0,-43.74
2,MURRAY HILL ACADEMY HS - M,SCA CIP,EMERGENCY GENERATOR / LOW-VOLTAGE ELECTRICAL SYSTEM / FIRE SYSTEM SPRINKLERS,Scope,Complete,258990,138919.0,138919.0,126.0,148.0,22.0,-46.36
2,MURRAY HILL ACADEMY HS - M,SCA CIP,EMERGENCY GENERATOR / LOW-VOLTAGE ELECTRICAL SYSTEM / FIRE SYSTEM SPRINKLERS,Design,Complete,1035960,812704.0,676177.0,156.0,212.0,56.0,-34.73
2,MURRAY HILL ACADEMY HS - M,SCA CIP,CHARTER MATCH INTERIOR SPACES,Scope,Complete,8140,11138.0,11138.0,124.0,98.0,-26.0,36.83
2,MURRAY HILL ACADEMY HS - M,SCA CIP,CHARTER MATCH INTERIOR SPACES,Design,Complete,36630,40339.0,36594.0,159.0,174.0,15.0,-0.1
2,NEW YORK HARBOR SCHOOL ANNEX - MANHATTAN,SCA Lease Site Improvement,LEASE,Scope,Complete,716528,902217.0,895328.0,45.0,41.0,-4.0,24.95
2,NEW YORK HARBOR SCHOOL ANNEX - MANHATTAN,SCA Lease Site Improvement,LEASE,Design,Complete,3224378,3581095.0,3250771.0,169.0,1634.0,1465.0,0.82
2,CITY-AS-SCHOOL - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / AUDITORIUM DUCTWORK / AUDITORIUM UPGRADE / PARAPETS / PATH OF TRAVEL AUDITORIUM UPGRADE / ROOFS,Scope,Complete,266212,259278.0,257923.0,138.0,225.0,87.0,-3.11
2,CITY-AS-SCHOOL - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / AUDITORIUM DUCTWORK / AUDITORIUM UPGRADE / PARAPETS / PATH OF TRAVEL AUDITORIUM UPGRADE / ROOFS,Design,Complete,1321071,909569.0,651083.0,153.0,631.0,478.0,-50.72
2,CITY-AS-SCHOOL - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4200,2783.0,2783.0,123.0,4.0,-119.0,-33.74
2,CITY-AS-SCHOOL - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,18900,11134.0,11134.0,177.0,44.0,-133.0,-41.09
2,THE HIGH SCHOOL FOR CLIMATE JUSTICE,SCA CIP,FIRE ALARM SYSTEM / VENTILATION,Scope,Complete,75078,92585.0,92585.0,91.0,393.0,302.0,23.32
2,THE HIGH SCHOOL FOR CLIMATE JUSTICE,SCA CIP,FIRE ALARM SYSTEM / VENTILATION,Design,Complete,375390,367778.0,298012.0,187.0,323.0,136.0,-20.61
2,SCHOOL OF THE FUTURE - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY,Scope,Complete,38648,135138.0,127579.0,135.0,286.0,151.0,230.11
2,SCHOOL OF THE FUTURE - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY,Design,Complete,180499,136798.0,111323.0,154.0,146.0,-8.0,-38.32
2,SCHOOL OF THE FUTURE - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,6200,11767.0,11767.0,126.0,56.0,-70.0,89.79
2,SCHOOL OF THE FUTURE - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,27900,47071.0,47071.0,181.0,131.0,-50.0,68.71
2,MNHT COMPR. NIGHT & DAY HS - M,SCA CIP,FACADE REMEDIATION / WINDOWS / PARAPETS / FLOOD ELIMINATION / PATH OF TRAVEL FLOOD ELIMINATION,Scope,Complete,61612,162213.0,151739.0,489.0,473.0,-16.0,146.28
2,MNHT COMPR. NIGHT & DAY HS - M,SCA CIP,FACADE REMEDIATION / WINDOWS / PARAPETS / FLOOD ELIMINATION / PATH OF TRAVEL FLOOD ELIMINATION,Design,Complete,288665,254059.0,232118.0,42.0,8.0,-34.0,-19.59
2,MILLENNIUM HS - MANHATTAN,SCA CIP,UPE - INTERIOR CONVERSION / IPDVS CAMERA INSTALLATION,Scope,Complete,140676,220325.0,220325.0,126.0,59.0,-67.0,56.62
2,MILLENNIUM HS - MANHATTAN,SCA CIP,UPE - INTERIOR CONVERSION / IPDVS CAMERA INSTALLATION,Design,Complete,696032,1264577.0,967967.0,155.0,134.0,-21.0,39.07
2,HS FOR ECONOMICS & FINANCE - M,SCA CIP,ABSORBER REPLACEMENT,Scope,Complete,43701,48744.0,48744.0,123.0,231.0,108.0,11.54
2,HS FOR ECONOMICS & FINANCE - M,SCA CIP,ABSORBER REPLACEMENT,Design,Complete,218503,200082.0,176926.0,108.0,80.0,-28.0,-19.03
2,HS FOR ENVIRONMENTAL STUDIES - M,SCA CIP,ROOF,Scope,Complete,25250,52209.0,40697.0,135.0,1076.0,941.0,61.18
2,HS FOR ENVIRONMENTAL STUDIES - M,SCA CIP,ROOF,Design,Complete,126250,327056.0,170965.0,153.0,99.0,-54.0,35.42
2,HS FOR ENVIRONMENTAL STUDIES - M,SCA CIP,HEATING PLANT UPGRADE,Scope,Complete,34972,60798.0,60798.0,155.0,209.0,54.0,73.85
2,HS FOR ENVIRONMENTAL STUDIES - M,SCA CIP,HEATING PLANT UPGRADE,Design,Complete,174858,193384.0,169529.0,152.0,280.0,128.0,-3.05
2,M721 SPED - MANHATTAN,SCA CIP,ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY,Scope,Complete,45876,58647.0,36183.0,139.0,210.0,71.0,-21.13
2,NEW YORK HARBOR SCHOOL - MANHATTAN,SCA CIP,STRUCTURAL ISSUES,Scope,Complete,61083,77115.0,76275.0,137.0,201.0,64.0,24.87
2,NEW YORK HARBOR SCHOOL - MANHATTAN,SCA CIP,STRUCTURAL ISSUES,Design,Complete,305417,329104.0,280163.0,156.0,898.0,742.0,-8.27
2,MANHATTAN VILLAGE ACADEMY - M,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,3327,359.0,359.0,124.0,22.0,-102.0,-89.21
2,MANHATTAN VILLAGE ACADEMY - M,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,14970,1437.0,1437.0,181.0,76.0,-105.0,-90.4
2,HS FOR LEADERSHIP & PUBLIC SERV-M,SCA CIP,EMERGENCY GENERATOR REPLACEMENT,Scope,Complete,5770,11587.0,11587.0,124.0,603.0,479.0,100.81
2,SATELLITE ACADEMY - M,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4780,6694.0,6694.0,125.0,15.0,-110.0,40.04
2,SATELLITE ACADEMY - M,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,21510,26777.0,26777.0,181.0,131.0,-50.0,24.49
3,P.S. 9 - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,73499,83034.0,83034.0,154.0,83.0,-71.0,12.97
3,P.S. 9 - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,354838,361717.0,342794.0,159.0,138.0,-21.0,-3.39
3,P.S. 334 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Scope,Complete,192000,171540.0,162266.0,182.0,94.0,-88.0,-15.49
3,P.S. 334 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Design,Complete,960000,347483.0,347483.0,253.0,187.0,-66.0,-63.8
3,I.S. 54 - MANHATTAN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Scope,Complete,100920,89740.0,89740.0,159.0,59.0,-100.0,-11.08
3,I.S. 54 - MANHATTAN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Design,Complete,403680,412526.0,396123.0,154.0,152.0,-2.0,-1.87
3,I.S. 54 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Scope,Complete,142980,138134.0,137523.0,182.0,129.0,-53.0,-3.82
3,I.S. 54 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Design,Complete,714900,264171.0,259655.0,237.0,175.0,-62.0,-63.68
3,P.S. 75 - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Scope,Complete,14136,28081.0,28081.0,182.0,106.0,-76.0,98.65
3,P.S. 75 - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Design,Complete,63611,129418.0,119755.0,175.0,43.0,-132.0,88.26
3,P.S. 75 - MANHATTAN,SCA CIP,ROOFS / STAIRWELL WINDOWS / PARAPETS / FLOOD ELIMINATION / EXTERIOR MASONRY,Scope,Complete,136647,236064.0,202825.0,139.0,148.0,9.0,48.43
3,P.S. 75 - MANHATTAN,SCA CIP,ROOFS / STAIRWELL WINDOWS / PARAPETS / FLOOD ELIMINATION / EXTERIOR MASONRY,Design,Complete,672871,560119.0,560119.0,153.0,123.0,-30.0,-16.76
3,P.S. 75 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,4800,2655.0,2655.0,121.0,7.0,-114.0,-44.69
3,P.S. 75 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,21600,10624.0,10624.0,182.0,98.0,-84.0,-50.81
3,P.S. 76 - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS,Scope,Complete,142110,146477.0,120467.0,144.0,103.0,-41.0,-15.23
3,P.S. 76 - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS,Design,Complete,710551,397823.0,397823.0,153.0,100.0,-53.0,-44.01
3,P.S. 76 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4980,1868.0,1868.0,121.0,1.0,-120.0,-62.49
3,P.S. 76 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,22410,7474.0,7474.0,176.0,56.0,-120.0,-66.65
3,P.S. 84 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Design,Complete,51674,66374.0,64914.0,141.0,203.0,62.0,25.62
3,P.S. 87 - MANHATTAN,SCA CIP,WINDOWS / RPZ BACKFLOW PREVENTION DEVICES / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / ROOFS / PARAPETS / EXTERIOR MASONRY / EXTERIOR DOORS,Scope,Complete,387378,225299.0,225299.0,260.0,164.0,-96.0,-41.84
3,P.S. 87 - MANHATTAN,SCA CIP,WINDOWS / RPZ BACKFLOW PREVENTION DEVICES / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / ROOFS / PARAPETS / EXTERIOR MASONRY / EXTERIOR DOORS,Design,Complete,1528452,898292.0,866393.0,162.0,134.0,-28.0,-43.32
3,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,SCA CIP,CHILLER REPLACEMENT / FIRE ALARM REPLACEMENT / BMS UPGRADE,Scope,Complete,157660,186014.0,186014.0,91.0,126.0,35.0,17.98
3,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,SCA CIP,CHILLER REPLACEMENT / FIRE ALARM REPLACEMENT / BMS UPGRADE,Design,Complete,788300,698937.0,448002.0,187.0,516.0,329.0,-43.17
3,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,SCA CIP,FLOOD ELIMINATION,Scope,Complete,29051,60363.0,60199.0,137.0,202.0,65.0,107.22
3,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,SCA CIP,FLOOD ELIMINATION,Design,Complete,145255,112205.0,59766.0,159.0,164.0,5.0,-58.85
3,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,SCA CIP,ROOFS / EXTERIOR MASONRY,Scope,Complete,70724,90211.0,88954.0,138.0,133.0,-5.0,25.78
3,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,SCA CIP,ROOFS / EXTERIOR MASONRY,Design,Complete,353618,236120.0,121115.0,156.0,166.0,10.0,-65.75
3,P.S. 241 - MANHATTAN,SCA CIP,EXTERIOR MASONRY / EXTERIOR DOORS / PARAPETS,Scope,Complete,68681,65581.0,65581.0,138.0,160.0,22.0,-4.51
3,P.S. 241 - MANHATTAN,SCA CIP,EXTERIOR MASONRY / EXTERIOR DOORS / PARAPETS,Design,Complete,335836,270171.0,249355.0,157.0,167.0,10.0,-25.75
3,P.S. 333 - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Scope,Complete,26620,11580.0,11580.0,185.0,28.0,-157.0,-56.5
3,P.S. 333 - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Design,Complete,119790,54816.0,54816.0,180.0,95.0,-85.0,-54.24
3,P.S. 333 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Scope,Complete,10874,15970.0,15970.0,121.0,106.0,-15.0,46.86
3,P.S. 333 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Design,Complete,48933,51695.0,40612.0,154.0,151.0,-3.0,-17.0
3,P.S. 242 - MANHATTAN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,49435,50347.0,50347.0,140.0,111.0,-29.0,1.84
3,P.S. 242 - MANHATTAN,SCA CIP,EXTERIOR MASONRY,Design,Complete,197741,116925.0,110115.0,152.0,988.0,836.0,-44.31
3,WEST PREP ACADEMY - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Scope,Complete,111046,121472.0,121472.0,139.0,158.0,19.0,9.39
3,WEST PREP ACADEMY - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Design,Complete,555232,381748.0,16757.0,153.0,65.0,-88.0,-96.98
3,M811 SPED - MANHATTAN,SCA CIP,ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS,Scope,Complete,104451,129366.0,129360.0,182.0,105.0,-77.0,23.85
3,M811 SPED - MANHATTAN,SCA CIP,ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS,Design,Complete,522249,311801.0,311801.0,229.0,161.0,-68.0,-40.3
3,P.S. 163 - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS / FLOOD ELIMINATION / PARAPETS,Scope,Complete,203462,182193.0,171298.0,182.0,115.0,-67.0,-15.81
3,P.S. 163 - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS / FLOOD ELIMINATION / PARAPETS,Design,Complete,1012328,386014.0,386014.0,247.0,178.0,-69.0,-61.87
3,P.S. 165 - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Scope,Complete,11777,34259.0,34259.0,259.0,157.0,-102.0,190.9
3,P.S. 165 - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Design,Complete,52996,137044.0,137044.0,274.0,274.0,0.0,158.59
3,P.S. 165 - MANHATTAN,SCA CIP RESOA,FY23 RESO A GYMNASIUM UPGRADE,Design,Complete,82500,87854.0,83946.0,141.0,188.0,47.0,1.75
3,I.S. 862 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Design,Complete,9483,1171.0,1171.0,128.0,167.0,39.0,-87.65
3,P.S. 166 - MANHATTAN,SCA CIP,MASONRY / ROOFS / PARAPETS / WINDOWS,Scope,Complete,195014,274856.0,274856.0,144.0,181.0,37.0,40.94
3,P.S. 166 - MANHATTAN,SCA CIP,MASONRY / ROOFS / PARAPETS / WINDOWS,Design,Complete,973425,678209.0,591300.0,150.0,193.0,43.0,-39.26
3,P.S. 166 - MANHATTAN,SCA CIP,FIRE ALARM/MECHANICAL SYSTEMS,Scope,Complete,13750,70483.0,70483.0,90.0,287.0,197.0,412.6
3,P.S. 166 - MANHATTAN,SCA CIP,FIRE ALARM/MECHANICAL SYSTEMS,Design,Complete,68750,159947.0,97702.0,184.0,166.0,-18.0,42.11
3,P.S. 166 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADES,Design,Complete,2100,1819.0,1819.0,63.0,150.0,87.0,-13.38
3,P.S. 185 - MANHATTAN,SCA CIP,IPDVS INSTALLATION,Scope,Complete,5962,3389.0,3389.0,120.0,27.0,-93.0,-43.16
3,P.S. 185 - MANHATTAN,SCA CIP,IPDVS INSTALLATION,Design,Complete,26831,13554.0,13554.0,176.0,98.0,-78.0,-49.48
3,P.S. 452 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Scope,Complete,124270,127442.0,127433.0,143.0,350.0,207.0,2.55
3,P.S. 452 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Design,Complete,621350,356366.0,292955.0,175.0,243.0,68.0,-52.85
3,P.S. 452 - MANHATTAN,SCA CIP,GYM CEILING RESTORATION- PERMANENT FIX,Scope,Complete,12427,12899.0,12899.0,125.0,98.0,-27.0,3.8
3,P.S. 452 - MANHATTAN,SCA CIP,GYM CEILING RESTORATION- PERMANENT FIX,Design,Complete,55919,30720.0,26998.0,142.0,104.0,-38.0,-51.72
3,P.S. 452 - MANHATTAN,SCA CIP RESOA,FY19 RESO A PLAYGROUND,Design,Complete,84113,78796.0,78796.0,140.0,161.0,21.0,-6.32
3,P.S. 199 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,4400,2480.0,2480.0,121.0,8.0,-113.0,-43.64
3,P.S. 199 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,19800,9922.0,9922.0,182.0,98.0,-84.0,-49.89
3,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,SCA CIP,HVAC (BMS) WORK / BACKFLOW PREVENTER & WATER METER,Scope,Complete,49058,58427.0,48452.0,123.0,168.0,45.0,-1.24
3,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,SCA CIP,HVAC (BMS) WORK / BACKFLOW PREVENTER & WATER METER,Design,Complete,189433,210497.0,207760.0,183.0,348.0,165.0,9.67
3,INNOVATION DIPLOMA PLUS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM / VENTILATION / CLIMATE CONTROL,Scope,Complete,112212,104405.0,99517.0,90.0,587.0,497.0,-11.31
3,INNOVATION DIPLOMA PLUS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM / VENTILATION / CLIMATE CONTROL,Design,Complete,561061,598978.0,346524.0,188.0,271.0,83.0,-38.24
3,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Design,Complete,41220,49682.0,39615.0,138.0,110.0,-28.0,-3.89
3,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP,STAIRWELL WALLS,Scope,Complete,31036,36239.0,36239.0,123.0,119.0,-4.0,16.76
3,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP,STAIRWELL WALLS,Design,Complete,155181,114174.0,107469.0,157.0,221.0,64.0,-30.75
3,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES / FIRE SPRINKLER SYSTEM,Scope,Complete,29299,57257.0,57257.0,256.0,85.0,-171.0,95.42
3,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES / FIRE SPRINKLER SYSTEM,Design,Complete,137177,219540.0,219540.0,343.0,343.0,0.0,60.04
3,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP RESOA,FY15 RESO A TECHNICAL THEATER SHOP,Design,Complete,285834,791554.0,673985.0,243.0,783.0,540.0,135.8
3,SCHOOL SAFETY - MANHATTAN,SCA CIP,CAFETERIA UPGRADE / AHU REPLACEMENT,Scope,Complete,89950,69953.0,69953.0,121.0,196.0,75.0,-22.23
3,SCHOOL SAFETY - MANHATTAN,SCA CIP,CAFETERIA UPGRADE / AHU REPLACEMENT,Design,Complete,449750,397948.0,316568.0,139.0,310.0,171.0,-29.61
3,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,AUDITORIUM FIRE SAFETY SYSTEM UPGRADE,Scope,Complete,14950,22221.0,22221.0,91.0,83.0,-8.0,48.64
3,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,AUDITORIUM FIRE SAFETY SYSTEM UPGRADE,Design,Complete,74750,114575.0,12711.0,189.0,221.0,32.0,-83.0
3,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,SWIMMING POOL,Scope,Complete,73230,75789.0,75789.0,181.0,175.0,-6.0,3.49
3,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,SWIMMING POOL,Design,Complete,341739,238794.0,216085.0,188.0,231.0,43.0,-36.77
3,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,PATH OF TRAVEL SWIMMING POOL,Scope,Complete,698,620.0,620.0,94.0,101.0,7.0,-11.17
3,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,PATH OF TRAVEL SWIMMING POOL,Design,Complete,3139,2478.0,2478.0,125.0,132.0,7.0,-21.06
3,3K CENTER @ 1972 BROADWAY - MANHATTAN,3K,LEASE,Scope,Complete,331100,221828.0,221828.0,49.0,49.0,0.0,-33.0
3,3K CENTER @ 1972 BROADWAY - MANHATTAN,3K,LEASE,Design,Complete,1489950,700147.0,669519.0,94.0,229.0,135.0,-55.06
3,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,20138,10409.0,10409.0,177.0,86.0,-91.0,-48.31
